"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
1001,54907,76,18,1,2,24571,668,37.5
1003,187114,83,9,1,4,26766,693,41.5
1005,27321,46,46,0,5,16829,382,38.3
1007,22754,75,22,0,2,17427,351,39.4
1009,57623,88,1,0,8,20730,403,39.6
1011,10746,22,71,0,6,18628,276,39.6
1013,20624,54,44,1,1,17403,331,40.6
1015,117714,73,21,1,3,20828,422,38.7
1017,34145,58,40,1,1,19291,374,42.4
1019,26034,92,5,0,1,22030,375,45
1021,43744,81,10,0,8,20701,405,38
1023,13687,56,43,0,0,20323,345,44.2
1025,25573,54,44,0,0,18979,325,40.3
1027,13703,80,15,0,3,18694,276,42.1
1029,14945,93,4,0,2,19108,371,41.3
1031,50468,72,17,1,6,23380,456,37.8
1033,54456,79,16,0,2,21572,399,41.7
1035,13104,51,45,0,1,15605,331,43.2
1037,11198,66,31,0,2,18493,301,44.7
1039,37847,84,13,0,1,20391,353,42.4
1041,13955,71,23,1,2,21343,279,40.6
1043,80499,92,1,0,4,20760,401,40.4
1045,50102,70,19,1,6,22685,434,36.1
1047,43091,29,69,0,1,17245,305,38
1049,71076,81,2,0,14,18149,359,38.8
1051,79895,74,20,1,3,23856,550,37.8
1053,38169,61,32,0,2,16540,386,39.4
1055,104260,79,15,1,3,20204,412,40.3
1057,17110,86,11,0,1,18494,287,43.5
1059,31666,79,4,0,15,18888,333,38.3
1061,26791,84,9,0,3,20199,377,41.9
1063,8934,18,81,0,1,14930,240,42.4
1065,15594,40,59,0,0,18812,207,40.7
1067,17308,68,27,2,2,21924,353,42.7
1069,102326,68,26,1,3,23316,483,38.6
1071,53171,90,3,0,3,20486,336,42
1073,658552,51,42,1,4,26906,587,37.2
1075,14396,86,12,0,1,19026,276,42.9
1077,92666,85,10,1,2,23510,405,40.8
1079,34009,77,11,0,2,20181,337,41.2
1081,144405,69,23,3,4,23506,580,29.9
1083,85264,78,13,1,6,25020,435,38.5
1085,11086,25,74,0,1,18368,318,41
1087,20803,16,81,0,1,16826,351,36.8
1089,339279,66,24,2,5,31933,585,37.4
1091,20669,46,52,0,2,22072,340,41.8
1093,30615,92,4,0,2,19576,280,43.5
1095,93699,83,2,1,12,20382,415,38.4
1097,413188,59,35,2,2,22501,561,36.7
1099,22778,55,42,0,1,15749,339,40.4
1101,228980,38,55,2,3,24975,596,34.8
1103,119673,77,12,1,8,23764,443,39
1105,10390,30,68,0,1,13716,224,35.8
1107,19516,56,41,0,2,17153,250,42.1
1109,32977,57,36,2,2,19715,432,31.6
1111,22819,75,20,0,3,19830,345,41.5
1113,55544,51,42,1,4,19678,528,35.2
1115,84521,87,9,1,2,23872,508,38.9
1117,198366,80,11,2,6,33313,740,37.3
1119,13552,24,73,1,1,14156,301,37.2
1121,81845,64,32,0,2,19410,368,40
1123,41428,69,27,0,2,21434,382,42
1125,196824,64,30,1,3,22637,570,31.4
1127,66622,90,5,0,2,20698,402,41.8
1129,17284,65,24,1,1,20395,318,39.8
1131,11531,27,73,0,0,13379,237,39
1133,24342,95,1,0,3,18995,328,43.6
2013,3141,13,12,37,13,26535,711,41.4
2016,5538,30,6,31,11,31790,1071,38.6
2020,295237,62,6,8,8,36214,1048,32.8
2050,17356,11,1,1,1,18497,984,26.2
2060,933,53,0,0,5,37024,857,40.9
2068,2020,87,1,4,3,35295,714,39.2
2070,4923,18,0,1,2,21498,836,28.7
2090,98656,73,4,2,7,32143,1048,30.7
2100,2546,80,0,1,1,31096,691,44
2105,2141,47,0,1,2,28806,448,46.4
2110,31897,67,1,6,6,37558,1085,37.3
2122,56163,82,1,1,3,31256,772,40.7
2130,13595,65,0,6,4,31589,880,38.7
2150,13850,52,1,19,8,28562,865,31.9
2164,1454,22,0,1,2,21616,535,29.8
2170,91519,82,1,1,4,29534,894,34.7
2180,9695,17,1,1,2,20271,929,27.9
2185,9484,32,0,5,3,46457,796,33.5
2188,7624,11,1,1,1,21461,866,25.7
2195,3806,70,2,1,5,34183,646,42.4
2198,5672,49,0,1,3,24581,577,39.4
2220,8945,64,1,5,5,32521,908,38.5
2230,1080,77,0,14,1,37139,908,44.3
2240,7047,78,2,2,4,29437,959,35.9
2261,9682,71,0,4,4,32579,744,38
2270,7678,4,0,0,0,11210,320,22
2275,2371,66,0,1,3,28474,609,53.3
2282,607,35,6,1,2,34317,640,41
2290,5656,22,0,1,1,19729,404,35.3
4001,71978,20,0,0,6,12709,330,32.7
4003,131038,58,4,2,33,23608,618,39.8
4005,134795,55,1,1,14,23382,868,31
4007,53335,65,1,0,18,20792,603,47.9
4009,37168,52,2,1,31,17168,519,31.9
4011,8679,48,1,0,47,20516,236,33.6
4012,20408,62,1,1,24,22200,405,53.8
4013,3889161,58,5,3,30,27256,793,35
4015,201680,79,1,1,15,20833,628,48
4017,107326,43,0,0,11,16626,500,35.2
4019,986891,55,3,3,35,25269,675,37.8
4021,379128,58,5,2,29,20910,755,36.1
4023,47122,16,0,1,83,17664,509,35.7
4025,211968,82,1,1,14,25186,701,50.1
4027,199026,35,2,1,60,18840,680,33.4
5001,18957,71,25,1,3,23045,392,41.1
5003,21645,68,25,0,5,19761,355,39.7
5005,41281,96,0,1,2,21334,465,50.9
5007,227439,76,1,3,16,26715,596,34.7
5009,37099,95,0,0,2,22160,427,41.5
5011,11418,58,28,0,14,19386,372,40.2
5013,5319,73,25,0,1,17763,340,42.7
5015,27531,83,0,1,14,20637,438,44.2
5017,11621,40,54,0,5,16538,306,42.4
5019,22912,70,24,1,4,17960,414,33.5
5021,15790,96,0,0,2,18509,291,42.9
5023,25856,95,1,0,2,23044,463,46.4
5025,8648,85,13,0,1,20622,365,40.3
5027,24512,59,37,1,2,19439,339,36.1
5029,21235,82,12,0,4,20040,413,40.6
5031,98398,79,14,1,5,23138,512,33.1
5033,61796,86,1,2,6,19477,424,38.3
5035,50447,45,50,1,2,19665,483,34.4
5037,17760,74,22,1,2,18701,414,39.4
5039,8045,54,41,2,2,16838,288,43
5041,12774,47,48,0,4,19822,316,39.3
5043,18686,67,28,1,3,17057,392,37.4
5045,115928,82,11,1,4,24401,548,31.4
5047,18063,93,1,0,2,19135,418,40.9
5049,12266,96,0,1,1,19326,317,47.3
5051,96547,84,8,1,5,23170,521,44.2
5053,17922,94,2,0,2,23239,508,39.6
5055,42580,95,1,0,2,19652,448,37.6
5057,22509,56,30,0,12,17376,381,38.8
5059,33182,84,11,0,3,19286,429,40.1
5061,13748,67,21,0,10,18707,363,36.9
5063,36786,89,3,0,6,20289,414,38.3
5065,13560,95,1,0,2,18040,339,47.5
5067,17809,78,16,0,3,15609,330,41.2
5069,75782,41,55,1,2,19353,442,37.5
5071,25655,83,2,1,13,19366,440,38.6
5073,7501,60,37,0,2,17212,277,43.7
5075,17227,96,1,0,1,15971,338,40.6
5077,10267,41,56,0,2,12529,309,39.8
5079,14148,65,29,0,3,15023,360,36.9
5081,12992,74,20,0,3,19880,303,41.3
5083,22221,92,2,2,2,19046,338,41.9
5085,69266,88,6,1,4,23218,517,35.4
5087,15671,92,0,1,5,18754,388,40.7
5089,16605,95,0,0,2,18188,375,50.8
5091,43515,70,24,1,3,20636,511,37.4
5093,45912,60,34,0,4,18905,376,35
5095,8002,56,41,0,2,16939,271,43.8
5097,9387,93,1,0,4,19021,344,46.9
5099,8948,65,31,1,3,18695,342,41.3
5101,8211,95,0,0,0,17884,244,46.5
5103,25651,56,40,0,2,18975,326,42.6
5105,10381,93,3,0,3,22047,383,42.4
5107,21253,35,62,0,1,16830,343,37.4
5109,11250,88,3,0,7,18377,320,40.7
5111,24403,89,8,0,2,16919,313,39.8
5113,20540,89,0,0,6,19116,362,43.4
5115,62248,86,3,1,7,19918,459,35.3
5117,8573,85,13,0,1,18137,306,45
5119,386106,55,35,2,6,27414,592,36
5121,17896,96,0,0,2,18871,312,41.7
5123,27914,42,52,0,4,15511,390,37
5125,109844,88,5,1,4,25962,595,38.8
5127,11111,85,0,3,7,18934,314,41.3
5129,8101,95,0,1,1,16731,285,46.6
5131,126536,72,6,4,13,23222,477,36.9
5133,17137,60,4,0,31,16021,342,34.1
5135,17203,95,0,1,2,16714,399,46.6
5137,12517,96,0,1,1,17403,297,46.9
5139,41307,62,33,1,4,20718,376,39.9
5141,17147,94,1,0,3,18782,345,46.7
5143,207911,73,3,2,16,23264,550,31.2
5145,77767,89,4,0,4,21793,456,36.4
5147,7180,69,28,0,1,19087,263,43.6
5149,22014,76,2,1,19,16992,377,39.6
6001,1535248,34,12,27,23,35763,1200,36.8
6003,1165,71,1,1,7,25527,850,44.3
6005,37422,80,2,1,13,27347,874,49.1
6007,220542,75,1,4,15,23787,787,37
6009,45147,83,1,1,11,29329,868,50
6011,21366,39,1,1,56,21579,733,33.9
6013,1065794,47,9,15,25,38219,1250,38.6
6015,28357,64,3,3,18,19072,720,39.1
6017,180982,80,1,4,12,34884,947,44.1
6019,939605,32,5,9,51,20208,748,30.9
6021,28054,55,1,3,38,22148,604,37.2
6023,134613,77,1,2,10,23540,780,37.5
6025,175201,13,3,1,81,16763,611,31.8
6027,18482,65,1,1,20,27441,682,45.7
6029,848204,38,5,4,50,20295,738,30.8
6031,151806,35,6,3,52,18429,723,31.1
6033,64260,73,2,1,18,21537,729,45.1
6035,34018,66,8,1,18,19931,663,37.3
6037,9893481,28,8,14,48,27749,1110,35.1
6039,151435,37,3,2,54,17847,800,33.2
6041,254643,73,3,6,16,56791,1520,44.8
6043,18061,83,1,1,10,26988,679,50.1
6045,87497,68,1,2,23,23306,824,41.8
6047,258707,31,3,8,56,18177,725,30
6049,9468,78,1,0,14,21200,472,46.9
6051,14217,68,0,1,27,28046,1012,37.2
6053,420569,32,3,6,56,24775,1118,33
6055,137837,56,2,7,33,34795,1232,39.8
6057,98509,86,0,1,9,32346,1044,48.5
6059,3051771,43,2,18,34,34057,1413,36.4
6061,355924,75,1,6,13,34886,1102,40.4
6063,19586,85,1,1,8,29806,638,49.9
6065,2228528,39,6,6,46,23591,1015,33.9
6067,1435207,48,10,14,22,26739,899,35.1
6069,56115,37,1,2,57,25914,1101,34.5
6071,2056915,32,8,6,50,21332,965,31.9
6073,3138265,48,5,11,32,30668,1219,34.8
6075,817501,42,6,33,15,48486,1428,38.5
6077,693177,35,7,14,39,22589,872,32.9
6079,272094,71,2,3,21,29954,1104,39.5
6081,729543,42,3,25,25,45732,1509,39.3
6083,427288,47,2,5,43,30352,1242,33.5
6085,1812208,35,2,32,27,41513,1473,36.4
6087,264808,59,1,4,32,32295,1282,36.9
6089,177966,82,1,2,9,23670,743,42.1
6091,3127,87,1,0,9,24996,685,51.3
6093,44503,79,1,1,11,22293,642,47.1
6095,417258,40,14,14,24,28929,1141,37.1
6097,487469,66,1,4,25,32835,1161,40.2
6099,518321,46,3,5,42,21663,825,33
6101,94787,50,2,14,29,23602,752,34.8
6103,63241,71,1,1,22,20439,674,39.9
6105,13638,83,1,1,7,22905,640,49.8
6107,446644,32,1,3,61,17894,678,29.9
6109,54728,81,2,1,11,25943,762,48
6111,829017,48,2,7,41,32930,1381,36.6
6113,202288,49,2,13,31,27730,991,30.7
6115,72574,58,3,7,26,19244,729,31.9
8001,452030,53,3,4,38,24195,837,32.6
8003,15933,49,1,1,46,19487,496,31.3
8005,585333,63,10,5,18,32595,858,35.9
8007,12109,78,0,0,18,29793,744,47.8
8009,3761,87,0,0,9,22318,305,47.8
8011,6141,54,11,1,31,15081,442,40.4
8013,301072,79,1,4,13,38011,998,35.7
8014,57171,79,1,6,12,37442,1046,35.9
8015,18063,86,2,0,10,27182,691,47.8
8017,2189,85,0,1,14,23647,373,38.6
8019,9048,92,0,1,5,41716,700,46.8
8021,8256,43,0,0,55,17316,391,38.2
8023,3552,31,0,1,65,20742,378,49.5
8025,5629,59,7,1,29,17187,396,38.9
8027,4245,94,1,0,4,25761,533,54.6
8029,30659,83,1,1,14,24771,614,46.7
8031,619297,53,10,3,31,33251,796,33.8
8033,1709,92,0,0,5,22880,541,48.2
8035,293014,85,1,4,8,43634,1154,36.9
8037,52151,67,0,1,30,39497,1085,34.7
8039,23295,90,0,1,6,36077,948,43.8
8041,634423,72,6,3,15,28867,782,33.8
8043,46850,76,6,1,13,18954,601,43.4
8045,56687,69,0,1,28,26603,992,35.1
8047,5477,89,0,0,7,38022,902,44.8
8049,14535,89,1,1,8,31684,799,41.5
8051,15421,88,0,1,9,27654,725,34.1
8053,809,96,0,0,3,36365,520,56.5
8055,6625,58,1,1,35,24058,514,52.6
8057,1371,87,0,0,12,25936,557,46.7
8059,540669,80,1,2,15,36087,870,40.4
8061,1423,94,0,1,5,22482,368,40.9
8063,8189,77,3,0,19,21850,440,38.8
8065,7332,62,1,1,34,25029,749,34.9
8067,52039,80,0,1,12,30151,870,38.3
8069,305798,84,1,2,11,30740,872,35.5
8071,15136,54,1,1,42,22180,507,44.4
8073,5442,74,10,0,13,19703,505,39.3
8075,22607,81,1,1,16,22581,478,37.2
8077,147432,83,1,1,13,26700,714,38.2
8079,761,95,1,0,3,42255,655,60.8
8081,13447,82,0,1,14,24577,622,36.3
8083,25512,75,0,0,12,23548,553,42.9
8085,41020,77,0,0,20,22897,678,42.8
8087,28308,61,3,0,34,20680,536,36
8089,18817,56,1,0,41,19078,412,40.5
8091,4475,95,0,1,3,33015,929,52.5
8093,16131,91,0,1,5,31504,967,47.5
8095,4383,73,0,0,25,20720,425,40.4
8097,17173,87,0,2,9,51814,1240,43.3
8099,12473,62,0,0,36,18941,394,37.1
8101,160048,54,2,1,42,21940,587,38.9
8103,6770,85,0,0,11,27586,644,38
8105,11913,54,1,0,43,20557,468,41.4
8107,23409,91,0,1,7,34873,1067,39.7
8109,6200,56,0,1,40,20726,434,44.6
8111,659,76,0,1,19,24711,725,43.2
8113,7496,88,0,1,9,40827,1054,38.9
8115,2376,80,0,1,15,21536,361,47.2
8117,28091,82,1,1,14,34025,1065,36
8119,23276,90,1,1,6,31075,685,48
8121,4796,89,1,0,9,24977,376,44.2
8123,258780,67,1,1,28,25468,703,33.5
8125,10093,78,0,0,21,22498,440,35.8
9001,926233,66,10,5,17,48721,1103,39.7
9003,895827,65,12,4,16,34698,824,40
9005,188629,91,1,2,5,37667,762,44.9
9007,165690,86,4,3,5,39992,875,43.4
9009,862611,67,12,4,16,32523,875,39.4
9011,274090,78,5,4,9,33782,865,40.5
9013,152366,87,3,4,5,34392,878,38
9015,118115,85,2,1,10,27893,707,39.7
10001,165030,65,23,2,6,24851,752,36.7
10003,542784,61,23,5,9,32406,862,37.2
10005,200632,75,12,1,9,26908,709,45.9
11001,619371,35,49,3,10,45290,1154,33.8
12001,249848,63,20,5,9,24857,723,30.3
12003,27069,82,14,1,2,19852,563,36.2
12005,170704,79,10,2,5,24498,748,39.7
12007,27981,74,20,1,4,17749,482,39.9
12009,545667,77,10,2,8,27009,756,45.9
12011,1784889,42,26,3,26,28205,1029,39.8
12013,14700,78,14,0,5,14675,365,40.1
12015,161276,85,5,1,6,26286,743,56.7
12017,140214,89,3,2,5,23148,629,54.6
12019,192665,76,10,3,8,26577,834,38.7
12021,328209,65,6,1,26,36439,881,47.6
12023,67568,74,17,1,5,19306,588,39.9
12027,34651,56,13,1,30,15088,533,38.6
12029,16234,86,8,1,2,16851,428,45.6
12031,872598,56,29,4,8,26143,762,35.8
12033,300795,66,22,3,5,23441,686,37.4
12035,97301,76,11,2,9,24497,868,48.2
12037,11554,79,15,1,5,19843,491,42.7
12039,46860,33,55,0,10,17615,468,39.4
12041,16917,88,6,0,5,20180,544,40.6
12043,13080,61,12,1,21,16011,586,43.8
12045,15793,74,18,1,4,18546,576,44.2
12047,14655,55,35,0,9,16295,345,40
12049,27336,48,7,1,43,15366,519,33.7
12051,38346,35,12,1,49,16133,579,33
12053,173119,82,5,1,11,21411,727,48
12055,98275,70,9,1,18,20072,572,51.8
12057,1257913,53,16,3,25,27149,812,36.3
12059,19864,88,5,1,3,16845,419,42.3
12061,139356,77,9,1,11,30532,720,49.6
12063,49326,66,26,1,4,17525,422,40.6
12065,14469,57,36,0,4,21184,480,44.2
12067,8745,73,15,0,12,18660,388,35.3
12069,300926,73,9,2,13,24183,765,46
12071,633968,70,8,1,19,27348,780,46
12073,278624,59,30,3,6,26196,728,29.7
12075,40289,81,9,1,8,18304,520,45.8
12077,8308,71,17,1,7,16266,406,37.7
12079,19070,55,38,0,5,15538,417,40.9
12081,329487,73,9,2,15,27322,802,45.9
12083,333503,73,12,1,11,21992,625,47.6
12085,147786,80,5,1,12,34057,816,50.1
12086,2549075,16,17,2,65,23174,949,38.5
12087,74213,70,6,1,21,33974,1197,46.5
12089,74163,87,6,1,3,28926,793,43.4
12091,185852,76,9,3,7,28600,810,37.4
12093,39642,65,9,0,24,17787,545,39.6
12095,1175416,45,20,5,28,24877,851,34
12097,279837,39,9,3,47,19007,836,35.6
12099,1339221,59,17,2,20,32858,994,43.7
12101,468194,79,4,2,12,23736,740,44
12103,920015,76,10,3,8,29262,793,46.6
12105,610295,64,14,2,18,21285,670,40.1
12107,73683,72,16,1,9,18377,485,43.7
12109,197115,85,5,2,6,36836,921,42.5
12111,281015,61,19,2,17,23285,812,42.9
12113,155579,84,5,2,5,26861,803,39.2
12115,383094,84,4,1,8,32313,862,53.1
12117,427184,66,11,4,18,28675,876,38.6
12119,98409,83,9,1,6,27504,639,63.8
12121,42865,76,12,0,9,18431,467,41.8
12123,22660,73,21,0,4,17045,373,41.4
12125,15307,71,20,1,5,13590,432,39.2
12127,496268,75,10,2,12,23973,741,45.7
12129,30824,79,15,0,3,21797,667,39.6
12131,56590,85,5,1,6,25845,791,43.1
12133,24702,78,15,0,3,17385,413,40.5
13001,18354,70,19,1,9,19643,328,38.4
13003,8332,57,17,0,24,15958,232,34.7
13005,11159,75,17,0,7,18558,332,36
13007,3410,39,60,0,0,17019,275,42
13009,46018,54,41,2,2,18622,516,34.1
13011,18333,89,3,1,6,20231,494,38.8
13013,69933,74,11,3,9,21379,663,34.2
13015,100382,80,10,1,8,21022,598,36.7
13017,17576,57,35,0,6,14204,383,37.7
13019,19174,82,11,1,5,16784,332,38.1
13021,155524,42,52,2,3,20982,534,35.4
13023,12961,69,27,0,2,20156,425,37.4
13025,18409,93,3,1,2,16938,362,38.5
13027,15885,58,35,0,5,19409,382,40.9
13029,31410,76,14,1,5,27556,800,35.6
13031,71190,65,28,2,4,18587,537,25.9
13033,23223,47,50,0,3,16171,329,35.9
13035,23563,68,28,0,3,20363,612,38.3
13037,6592,33,59,1,5,14868,269,38.7
13039,50799,71,19,1,5,22701,729,31.4
13043,11045,63,24,1,11,17974,335,37.3
13045,111160,73,18,1,6,21227,588,33.7
13047,64606,92,3,1,2,21690,534,38.8
13049,13080,63,26,0,11,17102,509,39
13051,271102,50,40,2,6,25093,747,34.1
13053,12193,62,17,3,14,20042,1190,23.5
13055,25670,83,11,1,4,16045,379,39.9
13057,218277,81,6,2,10,29615,809,36.7
13059,118864,57,26,4,10,19295,619,26.2
13061,3133,35,58,0,5,12982,257,40.7
13063,262455,14,65,5,13,17950,686,32
13065,6766,67,27,0,4,17815,300,37.4
13067,699235,56,25,5,12,33069,803,35.7
13069,42841,60,28,0,10,17031,349,35
13071,45781,58,23,0,17,17025,366,34.9
13073,128213,73,16,4,5,30949,837,36.7
13075,17066,65,28,0,6,18592,408,36.5
13077,129397,72,17,2,7,26757,722,37.1
13079,12607,73,23,1,1,20556,436,41.8
13081,23521,51,43,1,3,18185,415,37.8
13083,16580,94,1,1,2,21690,502,39.4
13085,22387,93,0,1,4,27330,789,40.8
13087,27676,52,41,1,5,18059,420,37.8
13089,700308,30,53,5,9,28810,792,34.6
13091,21502,65,29,1,3,18114,374,39
13093,14554,43,50,0,6,14510,336,41.1
13095,94220,28,67,1,2,18619,478,33.6
13097,133486,48,39,2,9,23626,750,35.3
13099,10787,47,51,0,1,17579,290,39.4
13101,4053,70,2,1,25,15861,438,30.5
13103,52961,80,14,1,3,24824,710,36
13105,19907,64,30,0,5,18835,411,41.5
13107,22669,60,33,0,4,17064,365,37.1
13109,10902,57,29,0,12,18998,380,35.6
13111,23614,96,0,0,2,19164,457,48.9
13113,107105,67,20,4,7,35344,886,42.7
13115,96147,73,14,1,10,20500,492,38
13117,182916,79,3,7,9,34582,940,37.3
13119,21998,85,9,1,4,18234,392,40.2
13121,948554,41,44,6,8,36757,802,34.3
13123,28308,87,1,0,10,21317,526,43.5
13125,3094,89,7,0,2,17984,352,39.9
13127,80280,65,25,1,6,26724,626,40.1
13129,55409,79,4,1,14,19177,512,36.3
13131,25143,59,29,0,10,15734,453,38.4
13133,16091,55,37,0,6,27828,400,46.9
13135,825911,43,24,11,20,25932,822,34
13137,43181,79,4,2,13,18910,485,38.7
13139,182841,63,7,2,26,23645,664,34.9
13141,9233,24,75,0,1,12381,350,42.7
13143,28594,92,5,1,1,19789,494,39.8
13145,32267,77,17,1,3,31482,668,42.5
13147,25348,76,20,0,3,20371,392,42.9
13149,11708,85,10,0,2,18964,391,39.9
13151,206349,51,37,3,6,25299,840,35.6
13153,143205,60,29,3,6,25195,656,34.4
13155,9571,69,28,0,1,18207,302,37.6
13157,60577,83,7,2,6,23247,576,37.5
13159,13748,72,21,1,4,21297,497,37.9
13161,15042,73,16,0,11,17684,245,35.9
13163,16696,42,55,0,3,14757,317,38
13165,8642,57,35,0,5,17565,333,40
13167,9903,62,34,2,1,16807,257,40.6
13169,28650,73,25,1,1,24485,567,38.5
13171,18139,65,31,1,2,18800,422,38.1
13173,10250,68,22,2,5,17264,425,33.9
13175,48203,60,36,1,2,18625,403,38.2
13177,28631,75,20,2,2,26357,677,36.1
13179,64899,43,40,2,11,20791,740,27.4
13181,7894,65,33,0,0,20641,305,45.7
13183,15285,59,26,0,12,17158,499,29.9
13185,111334,55,36,2,5,18897,598,29.5
13187,30428,91,2,0,5,20908,674,36.1
13189,21697,56,41,0,2,17922,412,38.4
13191,14142,61,34,0,2,21484,403,43.8
13193,14455,33,60,2,4,13865,290,39.4
13195,28044,85,8,1,4,19939,505,39.1
13197,8673,58,32,1,7,17479,295,40.8
13199,21695,57,41,0,1,18821,444,42.1
13201,6054,69,30,0,1,19674,365,42.3
13205,23340,46,48,0,4,15694,340,37.2
13207,26613,72,24,1,2,22888,493,41.1
13209,9050,67,27,0,6,16460,351,37.8
13211,17870,72,24,0,3,25933,624,41.2
13213,39504,84,1,0,13,16449,447,36.9
13215,194949,43,44,2,7,22856,605,33.3
13217,100808,52,40,1,5,21484,723,34.9
13219,33240,86,5,4,5,33801,688,39.1
13221,14730,76,17,0,4,20493,512,41.9
13223,143845,75,17,1,5,24168,807,34.4
13225,27481,44,46,1,7,19431,455,33.6
13227,29486,94,1,1,3,26686,606,42.8
13229,18774,84,9,0,5,20001,377,38.7
13231,17807,86,11,0,1,22191,590,38.4
13233,41308,73,13,1,12,18336,463,37.3
13235,11775,63,30,0,6,17781,331,42.1
13237,21241,66,27,0,6,26321,473,44.6
13239,2396,42,56,0,0,14201,407,42.8
13241,16271,88,1,1,8,22260,523,46.4
13243,7498,35,59,2,1,18094,357,43.9
13245,201081,38,53,2,4,20526,582,33.2
13247,85650,40,47,2,10,23461,742,37.1
13249,5017,65,27,0,7,19037,365,40
13251,14455,54,42,0,1,18640,328,40.1
13253,8831,63,33,1,3,17641,378,44
13255,64011,60,33,1,4,19783,520,37.2
13257,25910,84,13,0,2,18557,420,40.7
13259,6007,28,59,0,13,13238,250,38.3
13261,32099,41,52,1,5,17879,414,34.3
13263,6689,39,59,0,1,16993,295,46.3
13265,1766,40,55,0,4,14381,309,42.5
13267,25343,59,28,0,10,15280,365,36.1
13269,8595,58,39,0,2,17078,331,40.7
13271,16391,51,36,0,13,12489,336,39.4
13273,9246,36,61,0,2,16836,308,41
13275,44692,58,37,1,3,19983,476,39.1
13277,40537,57,29,1,10,18933,423,34.4
13279,27229,62,25,1,11,18716,372,35.9
13281,10551,96,1,0,2,20419,520,51.7
13283,6817,68,30,0,0,19410,322,38.7
13285,67776,60,34,2,3,21443,488,36.1
13287,8637,54,40,1,4,17609,360,40.2
13289,8808,56,43,0,0,17952,335,45.2
13291,21399,95,1,1,3,22156,431,51.7
13293,26918,68,28,1,2,17978,416,42.1
13295,68481,92,4,0,2,20865,443,40
13297,84397,78,15,1,4,22824,616,37.9
13299,36008,65,30,1,3,18842,418,38.2
13301,5706,37,60,1,0,17884,331,43.4
13303,20982,44,53,0,2,17515,321,39.1
13305,30187,72,21,0,6,17270,404,37.4
13307,2769,53,45,0,1,19082,295,39.7
13309,7746,58,41,0,1,8948,266,36.7
13311,27400,93,3,0,3,22059,553,43
13313,102556,62,4,1,32,19497,519,34.3
13315,9110,59,37,1,2,13228,298,40
13317,10265,52,43,0,4,17120,316,43.8
13319,9520,58,38,0,2,17228,343,40.8
13321,21670,68,28,0,2,18551,371,39.6
15001,187044,31,1,21,12,24635,884,40.7
15003,964678,19,2,43,9,30361,1331,37.4
15005,71,46,0,17,4,45515,850,53.8
15007,67872,30,0,34,10,26658,1067,41.6
15009,156633,32,0,26,10,29517,1155,39.8
16001,401673,86,1,3,7,27452,712,35.2
16003,3937,94,0,0,2,21555,444,51
16005,83091,86,1,1,7,21327,521,32.1
16007,5957,94,0,1,4,21853,419,40.1
16009,9186,85,2,1,3,20198,461,45.3
16011,45485,75,0,1,17,18872,480,32.3
16013,21294,78,0,1,20,35524,824,41.6
16015,6944,93,0,0,4,24324,507,49.6
16017,40743,94,0,1,2,23221,568,46
16019,105580,85,1,1,12,22657,567,32
16021,10866,92,0,0,4,19877,540,42.8
16023,2786,91,1,0,4,20995,396,42.6
16025,1267,83,0,0,16,21830,530,37.8
16027,192153,72,0,1,24,17755,594,32
16029,6867,94,0,0,5,23586,386,37.9
16031,23054,72,0,1,25,17801,428,32
16033,751,53,0,0,47,20032,358,37
16035,8638,92,0,1,3,20256,506,49.7
16037,4331,96,0,0,2,23965,342,49.1
16039,26528,75,2,3,16,20646,572,30.3
16041,12801,92,0,0,7,17620,492,32.2
16043,13088,85,0,0,13,19475,475,34.3
16045,16722,89,0,1,8,20250,573,42.7
16047,15278,69,0,0,28,18373,488,35.6
16049,16269,92,0,0,3,19168,458,48.4
16051,26389,87,0,0,10,19598,514,30.5
16053,22391,66,0,0,32,17182,537,31.5
16055,140785,92,0,1,4,24685,683,39.2
16057,37636,91,0,2,4,22322,585,28.5
16059,7853,94,0,1,3,23998,397,50.3
16061,3851,88,0,0,4,19910,413,47.9
16063,5221,69,0,0,28,16530,527,33.3
16065,37542,90,1,1,6,15133,585,22.9
16067,20104,65,0,0,33,19597,405,35.4
16069,39458,88,0,1,3,24257,530,41.2
16071,4257,95,0,0,2,18920,364,38.9
16073,11474,69,0,0,26,15945,409,36
16075,22629,81,0,0,15,19165,510,38.1
16077,7756,65,0,0,30,17684,453,34.1
16079,12729,93,0,1,3,20487,464,46.8
16081,10141,83,0,0,17,22436,697,34.5
16083,78067,82,1,1,14,20588,581,34.6
16085,9698,94,0,0,4,25785,586,47.6
16087,10094,79,0,1,17,20380,441,44.3
17001,67152,93,4,1,1,24217,425,40.6
17003,7980,60,35,0,2,13619,274,41.2
17005,17665,88,2,1,3,23195,459,40
17007,54068,75,2,1,20,25888,600,37.3
17009,6904,78,14,1,5,20555,421,37.3
17011,34594,90,1,1,8,26705,455,43
17013,5062,98,0,0,0,26924,367,45.1
17015,15199,94,1,0,3,27118,386,47
17017,13530,78,3,0,18,22257,424,39.1
17019,202428,70,12,9,5,25713,658,29.1
17021,34651,95,2,1,1,23915,424,41.7
17023,16284,97,0,0,1,24296,388,43.1
17025,13744,97,1,1,0,22279,335,43.2
17027,37891,92,3,1,3,27802,498,40
17029,53732,91,4,1,2,21970,468,32
